"ORIGIN","DEST",
"ABE","PGD",
"ABE","SFB",
"ABE","PGD",
"ABE","MYR",
"ABE","SFB",
"ABE","SFB",
"ABE","FLL",
"ABE","SFB",
"ABE","SFB",
"ABE","PGD",
"ABE","SFB",
"ABE","PGD",
"ABE","PIE",
"ABE","PIE",
"ABE","SRQ",
"ABE","SAV",
"ABE","PGD",
"ABE","SFB",
"ABE","SAV",
"ABE","SRQ",
"ABE","BNA",
"ABE","PIE",
"ABE","SFB",
"ABE","SFB",
"ABE","PIE",
"ABE","SFB",
"ABE","BNA",
"ABE","SFB",
"ABE","PIE",
"ABE","PIE",
"ABE","PIE",
"ABE","SFB",
"ABE","SFB",
"ABE","SAV",
"ABE","SAV",
"ABE","BNA",
"ABE","SFB",
"ABE","SFB",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","BNA",
"ABE","BNA",
"ABE","SFB",
"ABE","SFB",
"ABE","SFB",
"ABE","SRQ",
"ABE","SFB",
"ABE","FLL",
"ABE","SFB",
"ABE","SRQ",
"ABE","FLL",
"ABE","SFB",
"ABE","SFB",
"ABE","SFB",
"ABE","PGD",
"ABE","SFB",
"ABE","SRQ",
"ABE","SFB",
"ABE","PIE",
"ABE","SFB",
"ABE","PGD",
"ABE","PGD",
"ABE","PIE",
"ABE","PGD",
"ABE","MYR",
"ABE","SFB",
"ABE","PIE",
"ABE","SFB",
"ABE","SFB",
"ABE","PIE",
"ABE","SRQ",
"ABE","PIE",
"ABE","FLL",
"ABE","SFB",
"ABE","PGD",
"ABE","PGD",
"ABE","SAV",
"ABE","MYR",
"ABE","SFB",
"ABE","PIE",
"ABE","FLL",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","ORD",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","DTW",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","CLT",
"ABE","ATL",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABQ","AUS",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","SEA",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","PDX",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","AUS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MDW",
"ABQ","MDW",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","ORD",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SLC",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","JFK",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","SFO",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","IAH",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","DFW",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","SLC",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","ATL",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCO",
"ABQ","MDW",
"ABQ","MDW",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MCI",
"ABQ","MDW",
"ABQ","OAK",
"ABQ","OAK",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","SAN",
"ABQ","SJC",
"ABQ","AUS",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAS",
"ABQ","LAX",
"ABQ","LAX",
"ABQ","MDW",
"ABQ","MDW",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","PHX",
"ABQ","SAN",
"ABQ","AUS",
"ABQ","BWI",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DAL",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","HOU",
"ABQ","HOU",
"ABQ","LAS",
"ABQ","LAX",
